NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID,tempo_min_minutos,tempo_max_minutos,tempo_min,tempo_max,latitude,longitude,Bairro,bairro
La Forneria Delivery,,,"R. Andrade Furtado, 2115 B - Cocó, Fortaleza - CE, 60192-085",$$,,delivery de comida,,,,,-3.7430324,-38.4881517,Cocó,
"Olli's Burger: Hamburgueria, Batata Frita, Sobremesa, Delivery, Fortaleza CE",,,"R. Ana Bilhar, 1111 - Meireles, Fortaleza - CE, 60160-110",Hamburgueria,"30 min a 1,5 h",delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7294947,-38.4956706,Meireles,
"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",4.0,5.071 comentários,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",$$,15 min a 1 h,delivery de comida,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7456133,-38.5333604,Fátima,
"Grand Gourmet Pizzaria: Pizza Crocante, Marmitaria, Delivery em Fortaleza",,,"Rua Afonso Celso, 547 - Aldeota, Fortaleza - CE, 60140-190",$,,delivery de comida,,,,,-3.7368434,-38.5065455,Aldeota,
China Gourmet,,,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",$,,delivery de comida,,,,,,,Centro,
"Parrileiro: Restaurante, Churrasco, Happy Hour, Parrila, Delivery em Fortaleza CE",,,"Av. Dep. Joaquim de Figueiredo Correia, 194 - Cambeba, Fortaleza - CE, 60822-360",$$,"1-2,5 horas",delivery de comida,,,,,-3.8007269,-38.4941905,Cambeba,
Tigela Refeições e Lanches,,,"R. Eduardo Garcia, 13 - Aldeota, Fortaleza - CE, 60150-100",Restaurante self-service,,delivery de comida,,,,,,,Aldeota,
Pasto e Pizzas,,,"Av. Júlio Abreu, 160 - Varjota, Fortaleza - CE, 60160-240",Restaurante,1-2 horas,delivery de comida,,,,,-3.7361909,-38.4875612,Varjota,
Delicias da Iaiá,,,"Rua Dr. Ribamar Lobo, N° 20 - Papicu, Fortaleza - CE, 60176-145",Restaurante brasileiro,10-45 min,delivery de comida,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7448786,-38.4674477,Papicu,
Vatapá Delivery,4.6,5 comentários,"Av. José Jatahy, 1563 - Jacarecanga, Fortaleza - CE, 60010-681",Restaurante,,delivery de comida,,,,,-3.7200287,-38.5466245,Jacarecanga,
Menu Brands,,,"Rua Padre Valdevino, 2520 - Aldeota, Fortaleza - CE, 60135-041",Delivery,,delivery de comida,,,,,-3.7436708,-38.5027445,Aldeota,
Júnior da Picanha,,,"Av. Nilo Gomes de Soares, 201 - Cidade 2000, Fortaleza - CE, 60190-630",$$,"1-2,5 horas",delivery de comida,,,,,,,Cidade 2000,
Pizzaria Bem na Hora,4.9,18 comentários,"Alameda Telma - Cidade 2000, Fortaleza - CE, 60190-290",Pizzaria,,delivery de comida,,,,,,,Cidade 2000,
Sra. Quentinha Fortaleza Self-Service E Delivery,,,"R. Barão do Rio Branco, 2251 - Centro, Fortaleza - CE, 60011-060",Restaurante,,delivery de comida,,,,,-3.7356205,-38.5311701,Centro,
"Padaria Portugália: Panificadora, Confeitaria, Delivery, Cocó, Fortaleza CE",,,"Rua Professor Otávio Lobo, 755 - Cocó, Fortaleza - CE, 60192-290",$$,20 min,delivery de comida,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7463244,-38.4795933,Cocó,
Qué do Quê Restaurante Lanches,,,"Rua General Tertuliano Potiguara, 313 - Aldeota, Fortaleza - CE, 60135-280",Restaurante fast-food,25 min,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7427546,-38.5012527,Aldeota,
Pizza To Go,4.4,51 comentários,"R. Eduardo Garcia, 1000 - Aldeota, Fortaleza - CE, 60150-100",Pizzaria,,delivery de comida,,,,,-3.7412356,-38.4900948,Aldeota,
"Ordo's Burguer: Hambúrgueres, Hot Dogs, Hamburgueria, Delivery Fortaleza CE",,,"Av. Jovita Feitosa, 279 - Parquelândia, Fortaleza - CE, 60455-410",$$,45 min a 2 h,delivery de comida,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7379183,-38.5464994,Parquelândia,
"Barney's Burger Fábrica: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",,,"Vila, R. Doctor Antônio Goes, 1125 - casa 7 - Aldeota, Fortaleza - CE, 60115-120",Hamburgueria,,delivery de comida,,,,,,,Aldeota,
Nhamy Nhamy Mercado Saudável,5.0,20 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,"20 min a 1,5 h",delivery de comida,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Cambeba,
Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.736604,-38.5015797,Aldeota,
Qué do Quê Restaurante Lanches,,,"Rua General Tertuliano Potiguara, 313 - Aldeota, Fortaleza - CE, 60135-280",Restaurante fast-food,25 min,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7427546,-38.5012527,Aldeota,
Pizza To Go,4.4,51 comentários,"R. Eduardo Garcia, 1000 - Aldeota, Fortaleza - CE, 60150-100",Pizzaria,,delivery de comida,,,,,-3.7412356,-38.4900948,Aldeota,
"Barney's Burger Fábrica: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",,,"Vila, R. Doctor Antônio Goes, 1125 - casa 7 - Aldeota, Fortaleza - CE, 60115-120",Hamburgueria,,delivery de comida,,,,,,,Aldeota,
"Two Brothers Aldeota: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",,,"R. Alfredo Severo, 112 - Aldeota, Fortaleza - CE, 60150-040",Pizzaria,,delivery de comida,,,,,-3.7355699,-38.5087411,Aldeota,
Restaurante Fogão150,,,"R. Barão de Aracati, 150 - Meireles, Fortaleza - CE, 60115-080",$$,,delivery de comida,,,,,-3.7230608,-38.50893,Meireles,
"Camarada Camarão: Camarões, Peixes, Happy Hour, Restaurante, Fortaleza CE",,,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",$$$,5-45 min,delivery de comida,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
Vai Já Lanches,,,"Rua Professor Álvaro Costa, 806 - Vicente Pinzon, Fortaleza - CE, 60182-014",Lanchonete,,delivery de comida,,,,,-3.7254768,-38.4695499,Vicente Pinzon,
Sushi-Bar e Pizzaria FV Delivery,4.0,8 comentários,"666, Av. Dos Jangadeiros - Vicente Pinzon, Fortaleza - CE, 60175-440",Pizzaria,,delivery de comida,,,,,-3.7239915,-38.4773902,Vicente Pinzon,
Ôxe Galeteria e Marmitaria Delivery,3.7,6 comentários,"R. Gonçalves Lêdo, 48 - Praia de Iracema, Fortaleza - CE, 60110-261",Restaurante,,delivery de comida,,,,,-3.7236406,-38.5138074,Praia De Iracema,
Bill Esfiha Delivery,,,"Av. Aguanambi, 926 - José Bonifacio, Fortaleza - CE, 60055-402",Delivery,,delivery de comida,,,,,-3.7407267,-38.525101,José Bonifacio,
Marmitas e Lanches,3.0,2 comentários,"R. República da Armênia, 110 - Parque Manibura, Fortaleza - CE, 60821-760",Lanchonete,,delivery de comida,,,,,-3.7917203,-38.48117,Parque Manibura,
Marmitaria marmitex quentinha restaurante Comidinha caseira da marcia delivery 989309177,,,"Rua Professor Carvalho, 3084 - Altos - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-340",Restaurante brasileiro,,delivery de comida,,,,,,,Joaquim Távora,Joaquim Távora
Brittus Pizza,,,"R. Nogueira Acioli, 2001 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60356-581",$,15 min a 1 h,delivery de comida,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7422071,-38.5208793,Joaquim Távora,Joaquim Távora
Marmitaria Delivery,,,"R. Agapito dos Santos, 465 - Centro, Fortaleza - CE, 60010-250",,,delivery de comida,,,,,-3.7252308,-38.5385781,Centro,
Menu Alimentação Saudável,,,"R. Norvinda Píres, 90 - Aldeota, Fortaleza - CE, 60150-280",$$,15-45 min,delivery de comida,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7373301,-38.5013548,Aldeota,
Duque de Coxinhas,5.0,7 comentários,"R. Gonçalves Lêdo, 175 - Centro, Fortaleza - CE, 60110-261",Delivery,,delivery de comida,,,,,-3.7253719,-38.5141596,Centro,
Temperô Food,3.8,5 comentários,"Alameda Telma, 45 - Cidade 2000, Fortaleza - CE, 60190-290",Delivery,,delivery de comida,,,,,,,Cidade 2000,
Comida Saudável e Yakisoba,4.5,20 comentários,"Av. Treze de Maio, 2118 B - Benfica, Fortaleza - CE, 60040-531",Restaurante de comida caseira,,delivery de comida,,,,,,,Benfica,
Dieta Já,,,"Centro, Fortaleza - CE, 60050-040",Delivery,,delivery de comida,,,,,-3.7281287,-38.527412,Centro,
Casa da Comida,,,"R. Sen. Pompeu, 1099 L2 - Loja 101 A 106 - Centro, Fortaleza - CE, 60025-000",,,delivery de comida,,,,,,,Centro,
Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.736604,-38.5015797,Aldeota,
Mini Menu Fortaleza,5.0,3 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,,delivery de comida,,,,,,,Cambeba,
Naturallís Comida Saudável,,,"Rua Josias Paulo de Sousa, 120 - Vicente Pinzon, Fortaleza - CE, 60184-110",,,delivery de comida,,,,,-3.7277563,-38.4700299,Vicente Pinzon,
Comida Saudável e Yakisoba,4.5,20 comentários,"Av. Treze de Maio, 2118 B - Benfica, Fortaleza - CE, 60040-531",Restaurante de comida caseira,,delivery de comida,,,,,,,Benfica,
Restaurante Frederico Delivery,,,"Av. Barão de Studart, 855 - Aldeota, Fortaleza - CE, 60120-000",,,delivery de comida,,,,,-3.7321349,-38.505449,Aldeota,
Coco Bambu - Dom Pastel,,,"R. Carlos Vasconcelos, 996 - Aldeota, Fortaleza - CE, 60115-170",$$$,"1,5-2,5 horas",delivery de comida,,,,,-3.7305493,-38.5104517,Aldeota,
Casa da Comida,,,"R. Sen. Pompeu, 1099 L2 - Loja 101 A 106 - Centro, Fortaleza - CE, 60025-000",,,delivery de comida,,,,,,,Centro,
Restaurante e Marmitaria Tô Com Fome,4.5,15 comentários,"Av. Rogaciano Leite, 1860A - Cocó, Fortaleza - CE, 60821-070",Lanchonete,,delivery de comida,,,,,-3.7706391,-38.4981895,Cocó,
Marmitaria Comida Caseira,4.3,18 comentários,"R. Coronel Manuel Jesuíno - Mucuripe, Fortaleza - CE, 60175-270",Restaurante de comida caseira,,delivery de comida,,,,,-3.7259434,-38.4846157,Mucuripe,
Mangusta Restaurante e Pizzaria,,,"R. da Assunção, 1195 - José Bonifacio, Fortaleza - CE, 60040-230",Restaurante,,delivery de comida,,,,,-3.7403004,-38.5303471,José Bonifacio,
Pizzaria & Restaurante do Mar,,,"Av. César Cals, 1089 - Vicente Pinzon, Fortaleza - CE, 60182-035",Pizzaria,,delivery de comida,,,,,,,Vicente Pinzon,
Marmitaria Sabor Delivery,,,"Odernes Figueredo, 73, Rua Doutor José Lino, 260 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-260",Delivery,,delivery de comida,,,,,,,Joaquim Távora,Joaquim Távora
"Saladinha Top: Saladas, Congelados, Alimentação Saudável, Delivery em Fortaleza CE",,,"R. Mário Alencar Araripe, 1080 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-163",Saladas prontas,,delivery de comida,,,,,,,Lagoa Sapiranga,
Restaurante e Marmitaria da Flávia,,,"Av. Dioguinho, 4360 - Vicente Pinzon, Fortaleza - CE, 60183-712",Restaurante,,delivery de comida,,,,,-3.7391824,-38.4546276,Vicente Pinzon,
Tequenhosemolhos,,,"São João do Tauape, Fortaleza - CE, 60130-300",,,delivery de comida,,,,,-3.7573612,-38.5106394,São João Do Tauape,
We Love Pizza,4.3,469 comentários,"Av. Pontes Vieira, 726 - Fátima, Fortaleza - CE, 60130-240",Delivery de Pizza,,delivery de comida,,,,,,,Fátima,
Paradaise Gourmet,4.5,29 comentários,"Rua Dona Leopoldina, 53 - Centro, Fortaleza - CE, 60110-000",Delivery de Pizza,,delivery de comida,,,,,-3.7258137,-38.5175894,Centro,
Sabor no Prato Lanches e Marmitas,5.0,Um comentário,"R. Santo Amaro, 68 - Vicente Pinzon, Fortaleza - CE, 60181-750",Restaurante de comida caseira,,delivery de comida,,,,,,,Vicente Pinzon,
"Carneiro do Ordones Butiquim: Restaurante, Drinks, Carnes, Delivery em Fortaleza",,,"R. Azevedo Bolão, 570 - Parquelândia, Fortaleza - CE, 60450-675",$$,1-3 horas,delivery de comida,,,,,-3.7353195,-38.5512468,Parquelândia,
Boteco da Panelada Self-service e Marmita.Temos delivery,,,"R. Joaquim Magalhães, 140 - Loja 01 - Benfica, Fortaleza - CE, 60040-160",$$,,delivery de comida,,,,,,,Benfica,
Sabor de Mar,4.2,148 comentários,"Av. Desembargador Moreira, 256 - Meireles, Fortaleza - CE, 60170-000",$$,"1-2,5 horas",delivery de comida,,,,,-3.7294305,-38.4964563,Meireles,
Empório de Fátima,,,"Av. Deputado Oswaldo Studart, 250 - Fátima, Fortaleza - CE, 60415-040",$$,15-45 min,delivery de comida,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7534861,-38.5282364,Fátima,
Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.736604,-38.5015797,Aldeota,
Nhamy Nhamy Mercado Saudável,5.0,20 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,"20 min a 1,5 h",delivery de comida,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Cambeba,
Sabor no Prato Lanches e Marmitas,5.0,Um comentário,"R. Santo Amaro, 68 - Vicente Pinzon, Fortaleza - CE, 60181-750",Restaurante de comida caseira,,delivery de comida,,,,,-3.7278936,-38.4668831,Vicente Pinzon,
Delicie Do Casal 20,5.0,Um comentário,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante de comida caseira,,delivery de comida,,,,,-3.7257069,-38.4968321,Meireles,
brotÔ congelados,,,"R. Eduardo Salgado - Aldeota, Fortaleza - CE, 60150-140",,,delivery de comida,,,,,-3.734004,-38.5087744,Aldeota,
Boteco da Panelada Self-service e Marmita.Temos delivery,,,"R. Joaquim Magalhães, 140 - Loja 01 - Benfica, Fortaleza - CE, 60040-160",$$,,delivery de comida,,,,,,,Benfica,
"NBS Burguer Parquelândia: Hambúrgueres, Hot Dog, Hamburgueria, Delivery, Fortaleza CE",,,"Rua Professor Nogueira, 45 - Loja 01 - Parquelândia, Fortaleza - CE, 60450-520",Hamburgueria,"30 min a 1,5 h",delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,Parquelândia,
Feijoada Brasil,,,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,,delivery de comida,,,,,-3.7538912,-38.4722797,Cidade 2000,
Mistura Cearense,,,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-010",Restaurante self-service,30 min,delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7313088,-38.5272305,Centro,
"Barney's Burger Sul: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",,,"R. Lourival Correia Pinho, 147 - Parque Manibura, Fortaleza - CE, 60821-720",$$$,"20 min a 1,5 h",delivery de comida,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Parque Manibura,
Bambolê Lanches,4.1,18 comentários,"Rua do Rosário, 68 - Centro, Fortaleza - CE, 60055-090",Lanchonete,,delivery de comida,,,,,-3.7281652,-38.5264093,Centro,
Take a Juice - Varjota,4.6,122 comentários,"Av. Júlio Abreu, 160 - Loja 13 - Varjota, Fortaleza - CE, 60160-240",$$,,delivery de comida,,,,,,,Varjota,
Disk marmitaria,,,"R. Novo Farol, 174 - Vicente Pinzon, Fortaleza - CE, 60181-005",Restaurante familiar,,delivery de comida,,,,,-3.7256603,-38.4726546,Vicente Pinzon,
Delicious Pizzaria,4.6,44 comentários,"Alameda Das Miosótes, 405 - Cidade 2000, Fortaleza - CE, 60190-490",Delivery de Pizza,,delivery de comida,,,,,,,Cidade 2000,
FRM Marmitex Delivery,,,"R. Carlos Gomes, 619 - José Bonifacio, Fortaleza - CE, 60025-101",,,delivery de comida,,,,,-3.7397817,-38.5319656,José Bonifacio,
Baiano Lanches e Comida,,,"R. Barão de Aratanha, 80 - Lj 03 - Centro, Fortaleza - CE, 60050-070",,,delivery de comida,,,,,,,Centro,
Carlos Lanches,,,"R. Antônio Pompeu, 586 - Centro, Fortaleza - CE, 60040-000",Lanchonete,30 min,delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7351898,-38.5290725,Centro,
Dunada Burger,5.0,21 comentários,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,,delivery de comida,,,,,,,620,
DOM CARIOCA'S,3.0,Um comentário,"Av Dioguinho Praia do Futuro ll, Fortaleza - CE, 60371-809",Pizzaria,,delivery de comida,,,,,,,Av Dioguinho Praia Do Futuro Ll,
"Butcher's 746: Steakhouse, Carnes Nobres, Churrasco, Delivery, Restaurante, Fortaleza CE",,,"R. Maria Tomásia, 746 - Aldeota, Fortaleza - CE, 60150-170",$$$,1-2 horas,delivery de comida,,,,,-3.7360203,-38.4955919,Aldeota,
"Zé, comida na rua",,,"Av. Almirante Barroso, 877 - loja 3 - Praia de Iracema, Fortaleza - CE, 60060-440",,,delivery de comida,,,,,,,Praia De Iracema,
Creuza Burguer,,,"Alameda Ana Elisa, 34B - Cidade 2000, Fortaleza - CE, 60190-130",$,25 min,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7496668,-38.4694438,Cidade 2000,
Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.736604,-38.5015797,Aldeota,
Frigideira do Jonny Self Service,4.6,2.259 comentários,"R. Joaquim Nabuco, 1900 - Aldeota, Fortaleza - CE, 60125-055",$$,45 min,delivery de comida,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Aldeota,
"Zé, comida na rua",,,"Av. Almirante Barroso, 877 - loja 3 - Praia de Iracema, Fortaleza - CE, 60060-440",,,delivery de comida,,,,,,,Praia De Iracema,
Cozinha Mágica,,,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Restaurante self-service,15 min,delivery de comida,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7373082,-38.4970664,Aldeota,
Creuza Burguer,,,"Alameda Ana Elisa, 34B - Cidade 2000, Fortaleza - CE, 60190-130",$,25 min,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7496668,-38.4694438,Cidade 2000,
Delicias de Horler,5.0,9 comentários,"Rua Solon Pinheiro, 218 - Centro, Fortaleza - CE, 60050-040",Restaurante,,delivery de comida,,,,,-3.732296,-38.5271299,Centro,
"Estela Pizza: Pizza Americana, Pizza Doce, Delivery, Pizzaria, Fortaleza CE",,,"Vila, R. Doctor Antônio Goes, 1125 - Aldeota, Fortaleza - CE, 60115-120",Pizzaria,,delivery de comida,,,,,,,Aldeota,
Donadel Food Truck,,,"Av. Desembargador Moreira, 2355 - Aldeota, Fortaleza - CE, 60170-173",Restaurante fast-food,,delivery de comida,,,,,,,Aldeota,
Bom Pasto,,,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante self-service,30 min,delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,Centro,
Kêla Pasta,,,"Alameda das Tulipas, 408 - Cidade 2000, Fortaleza - CE, 60190-350",Restaurante,,delivery de comida,,,,,-3.752663,-38.4685812,Cidade 2000,
Popizza,,,"nao rola - Aldeota, Fortaleza - CE, 60110-301",,,delivery de comida,,,,,,,Aldeota,
Aioli - Delivery de Delícias,4.5,8 comentários,"R. Ildefonso Albano, 870 - Meireles, Fortaleza - CE, 60115-000",Restaurante,,delivery de comida,,,,,-3.7284169,-38.5117809,Meireles,
Marmitaria e Pizzaria Ernane,4.5,19 comentários,"R. Pedro Balbino, 170 - Manuel Dias Branco, Fortaleza - CE, 60191-680",Pizzaria,,delivery de comida,,,,,-3.7577407,-38.4691423,Manuel Dias Branco,
Comida caseira sabor do goias,,,"Av. Almirante Barroso, 980 - Iracema, Fortaleza - CE, 60060-440",Restaurante,,delivery de comida,,,,,-3.7202518,-38.5141393,Iracema,
Pizzaria Doro,,,"R. Pereira Filgueiras, 564 - Centro, Fortaleza - CE, 60160-150",$,15 min,delivery de comida,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7268877,-38.5177846,Centro,
Coco Bambu Beira Mar,4.6,18.708 comentários,"Av. Beira Mar, 3698 - Beira Mar, Fortaleza - CE, 60165-121",$$$,"1-2,5 horas",delivery de comida,,,,,,,Beira Mar,
Restaurante da Zena,,,"R. Meton de Alencar, 549 - Centro, Fortaleza - CE, 60035-160",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7343892,-38.5289625,Centro,
Madruga Varjota,,,"R. Coronel Manuel Jesuíno, 652 - Varjota, Fortaleza - CE, 60175-270",Restaurante self-service,,delivery de comida,,,,,-3.7312732,-38.4851689,Varjota,
Dom Tiziano,,,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante self-service,30 min,delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,Centro,
Larica Pizzaria,,,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",,,delivery de comida,,,,,-3.7536064,-38.468875,Cidade 2000,
Italian Pizza Fortaleza,5.0,3 comentários,"Av. Antônio Sales, 1357 - quiosque 02 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-101",Delivery de Pizza,,delivery de comida,,,,,,,Joaquim Távora,Joaquim Távora
Fisgo - Delivery de Pescados,1.0,Um comentário,"Av. Antônio Justa, 2380 - Meireles, Fortaleza - CE, 60165-090",Delivery,,delivery de comida,,,,,,,Meireles,
Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.736604,-38.5015797,Aldeota,
Nhamy Nhamy Mercado Saudável,5.0,20 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,"20 min a 1,5 h",delivery de comida,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Cambeba,
Larica Pizzaria,,,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",,,delivery de comida,,,,,-3.7536064,-38.468875,Cidade 2000,
Italian Pizza Fortaleza,5.0,3 comentários,"Av. Antônio Sales, 1357 - quiosque 02 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-101",Delivery de Pizza,,delivery de comida,,,,,,,Joaquim Távora,Joaquim Távora
Restaurante Família e Lanchonete,,,"Av. Desembargador Gonzaga, 144 - Cidade dos Funcionários, Fortaleza - CE, 60824-062",Lanchonete,,delivery de comida,,,,,-3.8005573,-38.4975779,Cidade Dos Funcionários,
Fisgo - Delivery de Pescados,1.0,Um comentário,"Av. Antônio Justa, 2380 - Meireles, Fortaleza - CE, 60165-090",Delivery,,delivery de comida,,,,,-3.7285715,-38.491817,Meireles,
Caldos & Sopas da Jane,5.0,4 comentários,"Travessa São João, 6 - Mucuripe, Fortaleza - CE, 60175-510",Delivery,,delivery de comida,,,,,,,Mucuripe,
Restaurante Gramado Self-Service,,,"R. Pedro Borges, 33 - Loja 21 - Centro, Fortaleza - CE, 60055-110",Restaurante self-service,30 min a 1 h,delivery de comida,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,Centro,
Beef's - Sanduíche de Churrasco,4.3,12 comentários,"Av. Desembargador Moreira, 2355 - Dionísio Torres, Fortaleza - CE, 60170-002",Restaurante,,delivery de comida,,,,,-3.7474676,-38.5013802,Dionísio Torres,
Donastela Massas e Recheios,3.7,3 comentários,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante italiano,,delivery de comida,,,,,-3.7308965,-38.5287605,Centro,
Rai Lanches,3.0,2 comentários,"R. Pedro Borges, 33 - Centro, Fortaleza - CE, 60055-120",Restaurante fast-food,,delivery de comida,,,,,,,Centro,
"Livremente Padaria Sem Glúten, Sem Lactose: Pão, Bolo, Delivery, Fortaleza CE",,,"R. Amarílio Cartaxo, 169 - De Lourdes, Fortaleza - CE, 60177-030",Padaria,,delivery de comida,,,,,-3.7385102,-38.4630434,De Lourdes,
